Rk,Year,Date,G#,Week,Age,Tm,Home,Opp,Cmp,Att,Cmp%,Yds,TD_left,Int,Rate,Sk,Sk_Yds,Y/A,AY/A,Ru_Att,Ru_Yds,Ru_Y/A,Ru_TB,Re_Tgt,Re_Rec,Re_Yds,Re_Y/R,Re_TD,Re_Ctch%,Re_Y/Tgt,Total_NP_TD,Pts,Fmb,FL,Dome,Total,RANK,NAME,PTS,FPTS,SACKS,INT,TO,PTS.1,PLAYS,YDS,PASS YDS,PASS ATT,PASS COMP,PASS TD,RUSH YDS,RUSH ATT,RUSH TD,TD_right,RZ ATT,RZ TD,RZ TD%,1D,3D%,4D%
312.0,2019,2019-10-27,8.0,8.0,42.085,NWE,1.0,CLE,20.0,36.0,55.56,259.0,2.0,0.0,96.9,3.0,20.0,7.19,8.31,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,18.36,20,CLE,6,1158,38,14,20,393,1014,5785,3470,513,318,25,2315,463,19,46,57,35,61.4,345,37.9,35.3
313.0,2019,2019-11-03,9.0,9.0,42.092,NWE,0.0,BAL,30.0,46.0,65.22,285.0,1.0,1.0,80.4,2.0,17.0,6.2,5.65,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,0,13.4,3,BAL,38,893,37,13,25,282,921,4809,3315,544,318,15,1494,340,12,29,44,21,47.7,276,37.1,33.3
314.0,2019,2019-11-17,10.0,11.0,42.106,NWE,0.0,PHI,26.0,47.0,55.32,216.0,0.0,0.0,67.3,1.0,7.0,4.6,4.6,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,8.540000000000001,15,PHI,18,1101,43,11,20,354,967,5307,3865,571,348,27,1442,353,13,41,43,24,55.8,289,34.1,61.1
315.0,2019,2019-11-24,11.0,12.0,42.113,NWE,1.0,DAL,17.0,37.0,45.95,190.0,1.0,0.0,70.8,2.0,9.0,5.14,5.68,2.0,-3.0,-1.5,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,1,12.299999999999999,11,DAL,6,1037,39,7,17,321,1015,5232,3576,569,370,21,1656,407,14,35,57,29,50.9,327,33.3,45.5
316.0,2019,2019-12-01,12.0,13.0,42.12,NWE,0.0,HOU,24.0,47.0,51.06,326.0,3.0,1.0,85.9,3.0,23.0,6.94,7.26,1.0,13.0,13.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,25.34,19,HOU,12,1259,31,12,22,385,1020,6213,4276,586,375,33,1937,403,12,46,49,35,71.4,346,48.5,43.8
317.0,2019,2019-12-08,13.0,14.0,42.126999999999995,NWE,1.0,KAN,19.0,36.0,52.78,169.0,1.0,1.0,63.3,3.0,20.0,4.69,4.0,2.0,20.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,10.76,7,KAN,18,1041,45,16,23,308,1043,5594,3543,582,352,21,2051,416,14,36,57,29,50.9,344,37.1,51.6
318.0,2019,2019-12-15,14.0,15.0,42.13399999999999,NWE,0.0,CIN,15.0,29.0,51.72,128.0,2.0,0.0,86.6,2.0,12.0,4.41,5.79,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,12.920000000000002,25,CIN,2,1244,31,11,16,420,1034,6299,3917,499,308,25,2382,504,17,47,51,25,49.0,328,42.6,50.0
321.0,2020,2020-09-13,1.0,1.0,43.041000000000004,TAM,0.0,NOR,23.0,36.0,63.89,239.0,2.0,2.0,78.4,3.0,15.0,6.64,5.25,3.0,9.0,3.0,1.0,0.0,0.0,0.0,,0.0,,,1.0,6.0,1.0,0.0,1,21.46,5,NOR,6,129,45,18,26,346,992,4974,3472,557,333,28,1502,390,11,39,50,34,68.0,320,38.2,53.3
329.0,2020,2020-11-08,9.0,9.0,43.097,TAM,1.0,NOR,22.0,38.0,57.89,209.0,0.0,3.0,40.4,3.0,23.0,5.5,1.95,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,3.3599999999999994,5,NOR,6,129,45,18,26,346,992,4974,3472,557,333,28,1502,390,11,39,50,34,68.0,320,38.2,53.3
322.0,2020,2020-09-20,2.0,2.0,43.048,TAM,1.0,CAR,23.0,35.0,65.71,217.0,1.0,1.0,80.3,0.0,0.0,6.2,5.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,0,10.68,18,CAR,18,87,29,7,22,415,1022,5761,3825,585,398,28,1936,408,17,46,57,36,63.2,360,49.2,60.0
330.0,2020,2020-11-15,10.0,10.0,43.104,TAM,0.0,CAR,28.0,39.0,71.79,341.0,3.0,0.0,124.0,1.0,7.0,8.74,10.28,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,1.0,6.0,0.0,0.0,0,31.84,18,CAR,18,87,29,7,22,415,1022,5761,3825,585,398,28,1936,408,17,46,57,36,63.2,360,49.2,60.0
323.0,2020,2020-09-27,3.0,3.0,43.055,TAM,0.0,DEN,25.0,38.0,65.79,297.0,3.0,0.0,115.8,2.0,12.0,7.82,9.39,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,0,23.880000000000003,25,DEN,0,73,42,10,16,452,1043,5887,3807,567,374,21,2080,434,22,44,61,29,47.5,333,40.2,50.0
324.0,2020,2020-10-04,4.0,4.0,43.062,TAM,1.0,LAC,30.0,46.0,65.22,369.0,5.0,1.0,117.0,0.0,0.0,8.02,9.22,3.0,-3.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,33.46,22,LAC,14,73,27,12,19,431,997,5495,3578,543,340,29,1917,427,17,47,55,32,58.2,324,43.6,66.7
325.0,2020,2020-10-08,5.0,5.0,43.066,TAM,0.0,CHI,25.0,41.0,60.98,253.0,1.0,0.0,86.7,3.0,20.0,6.17,6.66,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,0,14.12,12,CHI,8,91,35,10,18,379,1020,5519,3705,547,350,28,1814,438,11,39,53,29,54.7,331,38.1,59.1
326.0,2020,2020-10-18,6.0,6.0,43.076,TAM,1.0,GNB,17.0,27.0,62.96,166.0,2.0,0.0,104.9,0.0,0.0,6.15,7.63,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,14.64,15,GNB,14,95,41,11,18,382,974,5344,3539,536,346,23,1805,397,16,41,52,30,57.7,332,39.5,58.3
327.0,2020,2020-10-25,7.0,7.0,43.083,TAM,0.0,LVR,33.0,45.0,73.33,369.0,4.0,0.0,127.0,0.0,0.0,8.2,9.98,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,1.0,6.0,0.0,0.0,1,37.86,29,LVR,0,36,21,10,15,490,1039,6225,4212,580,370,28,2013,438,24,52,68,42,61.8,381,48.8,82.4
328.0,2020,2020-11-02,8.0,8.0,43.091,TAM,0.0,NYG,28.0,40.0,70.0,279.0,2.0,0.0,106.1,2.0,16.0,6.98,7.98,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,19.06,8,NYG,12,101,40,11,22,367,1046,5589,3807,574,388,22,1782,432,14,37,59,30,50.8,353,44.6,61.1
331.0,2020,2020-11-23,11.0,11.0,43.111999999999995,TAM,1.0,LAR,26.0,48.0,54.17,216.0,2.0,2.0,62.5,1.0,7.0,4.5,3.46,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,13.64,1,LAR,24,148,53,14,22,303,989,4511,3051,548,347,17,1460,388,12,30,46,27,58.7,280,35.4,42.9
332.0,2020,2020-11-29,12.0,12.0,43.118,TAM,1.0,KAN,27.0,41.0,65.85,345.0,3.0,2.0,96.1,1.0,3.0,8.41,7.68,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,21.7,10,KAN,14,107,32,16,22,370,1022,5733,3779,557,349,29,1954,433,14,44,47,36,76.6,353,41.0,65.0
333.0,2020,2020-12-13,13.0,14.0,43.132,TAM,1.0,MIN,15.0,23.0,65.22,196.0,2.0,0.0,120.9,0.0,0.0,8.52,10.26,3.0,-2.0,-0.67,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,16.64,30,MIN,2,57,23,15,22,492,1036,6292,4141,541,358,30,2151,472,19,50,58,34,58.6,366,39.5,70.8
334.0,2020,2020-12-20,14.0,15.0,43.138999999999996,TAM,0.0,ATL,31.0,45.0,68.89,390.0,2.0,0.0,110.4,3.0,25.0,8.67,9.56,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,24.400000000000002,19,ATL,6,72,29,12,21,429,1034,6374,4697,625,425,34,1677,380,15,49,56,36,64.3,367,41.0,43.5
336.0,2020,2021-01-03,16.0,17.0,43.153,TAM,1.0,ATL,26.0,41.0,63.41,399.0,4.0,1.0,117.8,1.0,8.0,9.73,10.59,5.0,3.0,0.6,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,31.26,19,ATL,6,72,29,12,21,429,1034,6374,4697,625,425,34,1677,380,15,49,56,36,64.3,367,41.0,43.5
335.0,2020,2020-12-26,15.0,16.0,43.145,TAM,0.0,DET,22.0,27.0,81.48,348.0,4.0,0.0,158.3,1.0,7.0,12.89,15.85,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,30.92,32,DET,2,23,24,7,12,530,1068,6716,4558,557,383,38,2158,487,27,65,65,47,72.3,415,47.2,61.1
337.0,2021,2021-09-09,1.0,1.0,44.037,TAM,1.0,DAL,32.0,50.0,64.0,379.0,4.0,2.0,97.0,0.0,0.0,7.58,7.38,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,28.16,7,DAL,36,161,41,26,34,358,1082,5967,4049,612,364,24,1918,429,13,40,46,28,60.9,327,34.1,61.5
338.0,2021,2021-09-19,2.0,2.0,44.047,TAM,1.0,ATL,24.0,36.0,66.67,276.0,5.0,0.0,129.2,3.0,17.0,7.67,10.44,1.0,6.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,1,32.64,29,ATL,12,59,17,12,20,459,1114,6194,3952,577,391,31,2242,519,19,55,69,44,63.8,383,48.4,50.0
348.0,2021,2021-12-05,12.0,13.0,44.123999999999995,TAM,0.0,ATL,38.0,51.0,74.51,368.0,4.0,1.0,112.2,0.0,0.0,7.22,7.9,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,29.619999999999997,29,ATL,12,59,17,12,20,459,1114,6194,3952,577,391,31,2242,519,19,55,69,44,63.8,383,48.4,50.0
339.0,2021,2021-09-26,3.0,3.0,44.053999999999995,TAM,0.0,LAR,41.0,55.0,74.55,432.0,1.0,0.0,103.0,3.0,21.0,7.85,8.22,3.0,14.0,4.67,1.0,0.0,0.0,0.0,,0.0,,,1.0,6.0,1.0,0.0,1,29.68,15,LAR,0,108,49,19,25,372,1118,5863,4109,625,416,17,1754,443,18,40,56,29,51.8,347,41.3,53.1
340.0,2021,2021-10-03,4.0,4.0,44.06100000000001,TAM,0.0,NWE,22.0,43.0,51.16,269.0,0.0,0.0,70.8,1.0,8.0,6.26,6.26,4.0,3.0,0.75,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,11.06,2,NWE,18,154,36,23,30,303,1038,5284,3181,538,319,21,2103,464,9,35,48,23,47.9,308,36.5,53.1
341.0,2021,2021-10-10,5.0,5.0,44.068000000000005,TAM,1.0,MIA,30.0,41.0,73.17,411.0,5.0,0.0,144.4,2.0,15.0,10.02,12.46,1.0,13.0,13.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,37.739999999999995,16,MIA,30,143,47,14,26,373,1081,5738,3871,608,373,23,1867,425,16,40,57,30,52.6,337,41.1,61.1
342.0,2021,2021-10-14,6.0,6.0,44.071999999999996,TAM,0.0,PHI,34.0,42.0,80.95,297.0,2.0,1.0,102.1,0.0,0.0,7.07,6.95,4.0,1.0,0.25,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,17.980000000000004,18,PHI,30,107,29,12,16,385,1076,5590,3756,589,409,28,1834,458,18,47,60,40,66.7,358,42.9,48.3
343.0,2021,2021-10-24,7.0,7.0,44.082,TAM,1.0,CHI,20.0,36.0,55.56,211.0,4.0,0.0,109.8,0.0,0.0,5.86,8.08,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,24.439999999999998,22,CHI,14,98,49,8,16,407,1009,5384,3257,477,314,31,2127,483,14,47,54,30,55.6,321,38.4,50.0
344.0,2021,2021-10-31,8.0,8.0,44.089,TAM,0.0,NOR,28.0,40.0,70.0,375.0,4.0,2.0,112.0,3.0,25.0,9.38,9.13,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,1,28.2,4,NOR,12,138,46,18,25,335,1064,5410,3821,592,369,20,1589,426,12,35,46,20,43.5,304,37.1,42.9
350.0,2021,2021-12-19,14.0,15.0,44.138000000000005,TAM,1.0,NOR,26.0,48.0,54.17,214.0,0.0,1.0,57.1,4.0,30.0,4.46,3.52,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,1,7.760000000000001,4,NOR,12,138,46,18,25,335,1064,5410,3821,592,369,20,1589,426,12,35,46,20,43.5,304,37.1,42.9
345.0,2021,2021-11-14,9.0,10.0,44.103,TAM,0.0,WAS,23.0,34.0,67.65,220.0,2.0,2.0,80.5,0.0,0.0,6.47,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,13.0,25,WAS,18,94,37,11,19,434,1065,6108,4333,597,400,34,1775,430,14,51,59,35,59.3,346,48.5,60.0
346.0,2021,2021-11-22,10.0,11.0,44.111000000000004,TAM,1.0,NYG,30.0,46.0,65.22,307.0,2.0,1.0,89.7,0.0,0.0,6.67,6.57,1.0,10.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,19.28,23,NYG,8,86,34,15,22,416,1137,6032,3839,611,402,27,2193,492,15,45,71,37,52.1,365,39.8,65.2
347.0,2021,2021-11-28,11.0,12.0,44.117,TAM,0.0,IND,25.0,34.0,73.53,226.0,1.0,1.0,88.6,2.0,9.0,6.65,5.91,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,12.239999999999998,9,IND,8,122,33,19,33,365,1050,5834,3980,597,390,32,1854,420,10,43,53,34,64.2,334,40.5,57.1
349.0,2021,2021-12-12,13.0,14.0,44.131,TAM,1.0,BUF,31.0,46.0,67.39,363.0,2.0,0.0,105.6,2.0,12.0,7.89,8.76,7.0,16.0,2.29,1.0,0.0,0.0,0.0,,0.0,,,1.0,6.0,0.0,0.0,0,30.12,1,BUF,8,147,41,19,30,289,1014,4637,2771,530,297,12,1866,442,19,32,45,23,51.1,285,30.8,45.7
351.0,2021,2021-12-26,15.0,16.0,44.145,TAM,0.0,CAR,18.0,30.0,60.0,232.0,1.0,0.0,95.4,0.0,0.0,7.73,8.4,1.0,11.0,11.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,14.379999999999999,21,CAR,2,78,39,9,16,404,1028,5201,3266,515,337,26,1935,474,16,45,52,35,67.3,311,37.8,57.1
353.0,2021,2022-01-09,17.0,18.0,44.159,TAM,1.0,CAR,29.0,37.0,78.38,326.0,3.0,0.0,130.4,1.0,2.0,8.81,10.43,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,25.04,21,CAR,2,78,39,9,16,404,1028,5201,3266,515,337,26,1935,474,16,45,52,35,67.3,311,37.8,57.1
352.0,2021,2022-01-02,16.0,17.0,44.152,TAM,0.0,NYJ,34.0,50.0,68.0,410.0,3.0,1.0,104.6,1.0,5.0,8.2,8.5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,26.4,32,NYJ,6,51,31,7,14,504,1145,6760,4409,587,401,28,2351,525,29,58,74,45,60.8,401,44.4,61.9
354.0,2022,2022-09-11,1.0,1.0,45.038999999999994,TAM,0.0,DAL,18.0,27.0,66.67,212.0,1.0,1.0,87.3,2.0,17.0,7.85,6.93,2.0,-1.0,-0.5,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1,11.38,8,DAL,0,20,13,2,2,52,196,937,529,100,62,2,408,83,1,3,4,2,50.0,59,33.3,50.0
355.0,2022,2022-09-18,2.0,2.0,45.04600000000001,TAM,0.0,NOR,18.0,34.0,52.94,190.0,1.0,0.0,79.3,1.0,2.0,5.59,6.18,3.0,-2.0,-0.67,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,1,12.4,19,NOR,0,11,4,0,3,68,195,969,551,92,50,2,418,99,2,6,6,2,33.3,51,31.8,0.0
356.0,2022,2022-09-25,3.0,3.0,45.053000000000004,TAM,1.0,GNB,31.0,42.0,73.81,271.0,1.0,0.0,98.4,3.0,20.0,6.45,6.93,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0,14.74,6,GNB,0,21,7,1,3,45,161,908,568,85,61,3,340,69,1,4,6,3,50.0,49,22.6,66.7
